,No.,Popcode,request,response
284,HG01748,IBS,0,5
285,HG01711,IBS,0,5
286,HG01755,IBS,0,5
287,HG01747,IBS,0,5
288,HG01762,IBS,0,5
289,HG01761,IBS,0,5
290,HG02006,PEL,0,5
291,HG01766,IBS,0,5
292,HG02013,ACB,0,5
293,HG01374,CLM,1,6
294,HG02018,KHV,0,5
295,HG01379,CLM,1,6
296,HG02020,KHV,0,5
297,HG01393,PUR,0,29
298,HG02025,KHV,0,5
299,HG01398,PUR,0,29
300,HG02032,KHV,0,5
301,HG01468,CLM,1,6
302,HG02049,KHV,0,5
303,HG02051,ACB,0,5
304,HG02056,KHV,0,5
305,HG01494,CLM,1,6
306,HG02068,KHV,0,5
307,HG01499,CLM,1,6
308,HG02070,KHV,0,5
309,HG01595,KHV,0,5
310,HG02075,KHV,0,5
311,HG01603,IBS,0,5
312,HG01863,KHV,0,5
313,HG01608,IBS,0,5
314,HG01868,KHV,0,5
315,HG01610,IBS,0,5
316,HG01870,KHV,0,5
317,HG01615,IBS,0,5
318,HG01882,ACB,0,5
319,HG01622,IBS,0,5
320,HG01887,ACB,0,5
321,HG01627,IBS,0,5
322,HG01894,ACB,0,5
323,HG01672,IBS,0,5
324,HG01914,ACB,0,5
325,HG01677,IBS,0,5
326,HG01919,PEL,0,5
327,HG01684,IBS,0,5
328,HG01921,PEL,0,5
329,HG01696,IBS,0,5
330,HG01926,PEL,0,5
331,HG02012,ACB,0,5
332,HG01933,PEL,0,5
333,HG02017,KHV,0,5
334,HG01938,PEL,0,5
335,HG02024,KHV,0,5
336,HG01940,PEL,0,5
337,HG02029,KHV,0,5
338,HG01945,PEL,0,5
339,HG02031,KHV,0,5
340,HG01767,IBS,0,5
341,HG02048,KHV,0,5
342,HG01774,IBS,0,5
343,HG02050,KHV,0,5
344,HG01779,IBS,0,5
345,HG02055,ACB,0,5
346,HG01781,IBS,0,5
347,HG02067,KHV,0,5
348,HG01786,IBS,0,5
349,HG02074,KHV,0,5
350,HG01983,PEL,0,5
351,HG02079,KHV,0,5
352,HG01988,ACB,0,5
353,HG01949,PEL,0,5
354,HG01990,ACB,0,5
355,HG01951,PEL,0,5
356,HG01956,ACB,0,5
357,HG01952,PEL,0,5
358,HG01968,PEL,0,5
359,HG01969,PEL,0,5
360,HG01970,PEL,0,5
361,HG01971,PEL,0,5
362,HG01975,PEL,0,5
363,HG01976,PEL,0,5
364,HG01862,KHV,0,5
365,HG01798,CDX,0,29
366,HG01867,KHV,0,5
367,HG01801,CDX,0,29
368,HG01874,KHV,0,5
369,HG01806,CDX,0,29
370,HG01879,ACB,0,5
371,HG01813,CDX,0,29
372,HG01881,ACB,0,5
373,HG01844,KHV,0,5
374,HG01886,ACB,0,5
375,HG01849,KHV,0,5
376,HG01925,PEL,0,5
377,HG01851,KHV,0,5
378,HG01932,PEL,0,5
379,HG02234,IBS,0,5
380,HG01937,PEL,0,5
381,HG02239,IBS,0,5
382,HG01944,PEL,0,5
383,HG02253,PEL,0,5
384,HG01893,PEL,0,5
385,HG02258,ACB,0,5
386,HG01898,PEL,0,5
387,HG02260,PEL,0,5
388,HG01918,PEL,0,5
389,HG02265,PEL,0,5
390,HG01920,PEL,0,5
391,HG02188,CDX,0,29
392,HG01773,IBS,0,5
393,HG02190,CDX,0,29
394,HG01778,IBS,0,5
395,HG02215,GBR,0,29
396,HG01780,IBS,0,5
397,HG02222,IBS,0,5
398,HG01785,IBS,0,5
399,HG02145,ACB,0,5
400,HG01817,CDX,0,29
401,HG02152,CDX,0,29
402,HG01843,KHV,0,5
403,HG02164,CDX,0,29
404,HG01848,KHV,0,5
405,HG01850,KHV,0,5
406,HG01855,KHV,0,5
407,HG02082,KHV,0,5
408,HG01982,PEL,0,5
409,HG02087,KHV,0,5
410,HG01987,ACB,0,5
411,HG02102,PEL,0,5
412,HG01797,CDX,0,29
413,HG02107,ACB,0,5
414,HG01800,CDX,0,29
415,HG02304,PEL,0,5
416,HG01805,CDX,0,29
417,HG02309,ACB,0,5
418,HG01812,CDX,0,29
419,HG02316,ACB,0,5
420,HG02081,KHV,0,5
421,HG02323,ACB,0,5
422,HG02086,KHV,0,5
423,HG02330,ACB,0,5
424,HG02106,PEL,0,5
425,HG02121,KHV,0,5
426,HG02113,KHV,0,5
427,HG02126,KHV,0,5
428,HG02334,ACB,0,5
429,HG02133,KHV,0,5
430,HG02339,ACB,0,5
431,HG02138,KHV,0,5
432,HG02353,CDX,0,29
433,HG02140,KHV,0,5
434,HG02272,PEL,0,5
435,HG02360,CDX,0,29
436,HG02277,PEL,0,5
437,HG02372,CDX,0,29
438,HG02284,ACB,0,5
439,HG02233,IBS,0,5
440,HG02291,PEL,0,5
441,HG02238,IBS,0,5
442,HG02240,IBS,0,5
443,HG02373,CDX,0,29
444,HG02252,PEL,0,5
445,HG02380,CDX,0,29
446,HG02257,ACB,0,5
447,HG02385,CDX,0,29
448,HG02144,ACB,0,5
449,HG02392,CDX,0,29
450,HG02151,CDX,0,29
451,HG02397,CDX,0,29
452,HG02156,CDX,0,29
453,HG02549,ACB,0,5
454,HG02568,GWD,0,5
455,HG02303,PEL,0,5
456,HG02570,GWD,0,5
457,HG02308,ACB,0,5
458,HG02315,ACB,0,5
459,HG02582,GWD,0,5
460,HG02322,ACB,0,5
461,HG02271,PEL,0,5
462,HG02594,GWD,0,5
463,HG02283,ACB,0,5
464,HG02784,PJL,0,5
465,HG02789,PJL,0,5
466,HG02182,CDX,0,29
467,HG02791,PJL,0,5
468,HG02187,CDX,0,29
469,HG02804,GWD,0,5
470,HG02219,IBS,0,5
471,HG02221,IBS,0,5
472,HG02811,GWD,0,5
473,HG02377,CDX,0,29
474,HG02816,GWD,0,5
475,HG02384,CDX,0,29
476,HG02455,ACB,0,5
477,HG02389,CDX,0,29
478,HG02462,GWD,0,5
479,HG02391,CDX,0,29
480,HG02479,ACB,0,5
481,HG02396,CDX,0,29
482,HG02481,ACB,0,5
483,HG02120,KHV,0,5
484,HG02486,ACB,0,5
485,HG02132,KHV,0,5
486,HG02493,PJL,0,5
487,HG02137,KHV,0,5
488,HG02688,PJL,0,5
489,HG02733,PJL,0,5
490,HG02690,PJL,0,5
491,HG02703,GWD,0,5
492,HG02757,GWD,0,5
493,HG02715,GWD,0,5
494,HG02722,GWD,0,5
495,HG02769,GWD,0,5
496,HG02727,PJL,0,5
497,HG02771,GWD,0,5
498,HG02602,PJL,0,5
499,HG02614,GWD,0,5
500,HG02783,PJL,0,5
501,HG02621,GWD,0,5
502,HG02461,GWD,0,5
503,HG02645,GWD,0,5
504,HG02652,PJL,0,5
505,HG02478,ACB,0,5
506,HG02734,PJL,0,5
507,HG02480,ACB,0,5
508,HG02485,ACB,0,5
509,HG02760,GWD,0,5
510,HG02492,PJL,0,5
511,HG02772,GWD,0,5
512,HG02657,PJL,0,5
513,HG02790,PJL,0,5
514,HG02676,GWD,0,5
515,HG02808,GWD,0,5
516,HG02810,GWD,0,5
517,HG02501,ACB,0,5
518,HG02513,KHV,0,5
519,HG02555,ACB,0,5
520,HG02562,GWD,0,5
521,HG02537,ACB,0,5
522,HG02574,GWD,0,5
523,HG02429,ACB,0,5
524,HG02586,GWD,0,5
525,HG02436,ACB,0,5
526,HG02601,PJL,0,5
527,HG02450,ACB,0,5
528,HG02613,GWD,0,5
529,HG02854,GWD,0,5
530,HG02620,GWD,0,5
531,HG02861,GWD,0,5
532,HG02878,GWD,0,5
533,HG02649,PJL,0,5
534,HG02885,GWD,0,5
535,HG02651,PJL,0,5
536,HG02656,PJL,0,5
537,HG02675,GWD,0,5
538,HG02943,ESN,0,5
539,HG02682,PJL,0,5
540,HG02979,ESN,0,5
541,HG02687,PJL,0,5
542,HG02981,ESN,0,5
543,HG02694,PJL,0,5
544,HG03009,BEB,0,5
545,HG02699,PJL,0,5
546,HG03016,PJL,0,5
547,HG02702,GWD,0,5
548,HG02721,GWD,0,5
549,HG03028,GWD,0,5
550,HG02726,PJL,0,5
551,HG02497,ACB,0,5
552,HG02505,ACB,0,5
553,HG03078,MSL,0,5
554,HG02512,KHV,0,5
555,HG03085,MSL,0,5
556,HG02536,ACB,0,5
557,HG03097,MSL,0,5
558,HG02409,CDX,0,29
559,HG03100,ESN,0,5
560,HG02428,ACB,0,5
561,HG03105,ESN,0,5
562,HG02442,ACB,0,5
563,HG03237,PJL,0,5
564,HG02839,GWD,0,5
565,HG03268,ESN,0,5
566,HG02860,GWD,0,5
567,HG03270,ESN,0,5
568,HG02884,GWD,0,5
569,HG03054,MSL,0,5
570,HG02891,GWD,0,5
571,HG03061,MSL,0,5
572,HG02896,GWD,0,5
573,HG03066,MSL,0,5
574,HG02923,ESN,0,5
575,HG03073,MSL,0,5
576,HG03112,ESN,0,5
577,HG03212,MSL,0,5
578,HG03117,ESN,0,5
579,HG03224,MSL,0,5
580,HG03124,ESN,0,5
581,HG03229,PJL,0,5
582,HG03129,ESN,0,5
583,HG03193,ESN,0,5
584,HG03198,ESN,0,5
585,HG03027,GWD,0,5
586,HG03225,MSL,0,5
587,HG03136,ESN,0,5
588,HG03039,GWD,0,5
589,HG03162,ESN,0,5
590,HG03046,GWD,0,5
591,HG02974,ESN,0,5
592,HG03058,MSL,0,5
593,HG03369,ESN,0,5
594,HG03060,MSL,0,5
595,HG03376,MSL,0,5
596,HG03072,MSL,0,5
597,HG03077,MSL,0,5
598,HG03388,MSL,0,5
599,HG03084,MSL,0,5
600,HG03091,MSL,0,5
601,HG03484,MSL,0,5
602,HG03096,MSL,0,5
603,HG03491,PJL,0,5
604,HG03511,ESN,0,5
605,HG03015,PJL,0,5
606,HG03022,PJL,0,5
607,HG03624,PJL,0,5
608,HG03629,PJL,0,5
609,HG03130,ESN,0,5
610,HG03631,PJL,0,5
611,HG03135,ESN,0,5
612,HG03636,PJL,0,5
613,HG03159,ESN,0,5
614,HG03410,MSL,0,5
615,HG03439,MSL,0,5
616,HG03109,ESN,0,5
617,HG03446,MSL,0,5
618,HG03111,ESN,0,5
619,HG03458,MSL,0,5
620,HG03123,ESN,0,5
621,HG03460,MSL,0,5
622,HG02947,ESN,0,5
623,HG03472,MSL,0,5
624,HG02973,ESN,0,5
625,HG03547,MSL,0,5
626,HG03166,ESN,0,5
627,HG03559,MSL,0,5
628,HG03578,MSL,0,5
629,HG03294,ESN,0,5
630,HG03515,ESN,0,5
631,HG03539,GWD,0,5
632,HG03558,MSL,0,5
633,HG03585,BEB,0,5
634,HG03565,MSL,0,5
635,HG03600,BEB,0,5
636,HG03452,MSL,0,5
637,HG03457,MSL,0,5
638,HG03464,MSL,0,5
639,HG03352,ESN,0,5
640,HG03469,MSL,0,5
641,HG03787,ITU,0,5
642,HG03476,MSL,0,5
643,HG03488,PJL,0,5
644,HG03802,BEB,0,5
645,HG03490,PJL,0,5
646,HG03744,STU,0,5
647,HG03394,MSL,0,5
648,HG03756,STU,0,5
649,HG03869,ITU,0,5
650,HG03871,ITU,0,5
651,HG03419,MSL,0,5
652,HG03433,MSL,0,5
653,HG03888,STU,0,5
654,HG03890,STU,0,5
655,HG03445,MSL,0,5
656,HG03895,STU,0,5
657,HG03572,MSL,0,5
658,HG03643,STU,0,5
659,HG03577,MSL,0,5
660,HG03584,MSL,0,5
661,HG03667,PJL,0,5
662,HG03589,BEB,0,5
663,HG03679,STU,0,5
664,HG03681,STU,0,5
665,HG03267,ESN,0,5
666,HG03706,PJL,0,5
667,HG03279,ESN,0,5
668,HG03713,ITU,0,5
669,HG03718,ITU,0,5
670,HG03298,ESN,0,5
671,HG03720,ITU,0,5
672,HG03301,ESN,0,5
673,HG03363,ESN,0,5
674,HG03838,STU,0,5
675,HG03370,ESN,0,5
676,HG03845,STU,0,5
677,HG03382,MSL,0,5
678,HG03857,STU,0,5
679,HG03864,ITU,0,5
680,HG03313,ESN,0,5
681,HG03770,ITU,0,5
682,HG03351,ESN,0,5
683,HG03775,ITU,0,5
684,HG03604,BEB,0,5
685,HG03782,ITU,0,5
686,HG03611,BEB,0,5
687,HG03686,STU,0,5
688,HG03616,BEB,0,5
689,HG03693,STU,0,5
690,HG03779,ITU,0,5
691,HG03698,STU,0,5
692,HG03781,ITU,0,5
693,HG03786,ITU,0,5
694,HG03814,BEB,0,5
695,HG03793,BEB,0,5
696,HG03821,BEB,0,5
697,HG03826,BEB,0,5
698,HG03833,BEB,0,5
699,HG03832,BEB,0,5
700,HG04076,ITU,0,5
701,HG03837,STU,0,5
702,HG04090,ITU,0,5
703,HG03844,STU,0,5
704,HG03849,STU,0,5
705,HG03851,STU,0,5
706,HG03856,STU,0,5
707,HG04134,BEB,0,5
708,HG03697,STU,0,5
709,HG04209,ITU,0,5
710,HG03705,PJL,0,5
711,HG04211,ITU,0,5
712,HG03717,ITU,0,5
713,HG04216,ITU,0,5
714,HG03755,STU,0,5
715,HG03762,PJL,0,5
716,HG04235,ITU,0,5
717,HG03767,PJL,0,5
718,HG03774,ITU,0,5
719,HG03908,BEB,0,5
720,HG03910,BEB,0,5
721,HG03642,STU,0,5
722,HG03922,BEB,0,5
723,HG03863,ITU,0,5
724,HG04141,BEB,0,5
725,HG03868,ITU,0,5
726,HG04146,BEB,0,5
727,HG03870,ITU,0,5
728,HG04153,BEB,0,5
729,HG03875,ITU,0,5
730,HG04158,BEB,0,5
731,HG03882,ITU,0,5
732,HG03887,STU,0,5
733,HG03953,STU,0,5
734,HG03673,STU,0,5
735,HG03960,ITU,0,5
736,HG03680,STU,0,5
737,HG03965,ITU,0,5
738,HG03685,STU,0,5
739,HG03692,STU,0,5
740,HG03977,ITU,0,5
741,HG03729,ITU,0,5
742,HG03989,STU,0,5
743,HG03731,ITU,0,5
744,HG03991,STU,0,5
745,HG03736,STU,0,5
746,HG04002,ITU,0,5
747,HG03743,STU,0,5
748,HG04014,ITU,0,5
749,HG03750,STU,0,5
750,HG04019,ITU,0,5
751,HG04026,ITU,0,5
752,HG04033,STU,0,5
753,HG04177,BEB,0,5
754,HG04063,ITU,0,5
755,HG04070,ITU,0,5
756,HG04189,BEB,0,5
757,HG04075,STU,0,5
758,HG04094,ITU,0,5
759,HG04099,STU,0,5
760,HG03934,BEB,0,5
761,HG04107,STU,0,5
762,HG03941,BEB,0,5
763,HG04038,STU,0,5
764,HG03990,STU,0,5
765,HG03995,STU,0,5
766,NA12828,CEU,0,5
767,HG04001,ITU,0,5
768,NA12830,CEU,0,5
769,HG04006,STU,0,5
770,NA12842,CEU,0,5
771,HG04018,ITU,0,5
772,NA12873,CEU,0,5
773,HG04020,ITU,0,5
774,NA12878,CEU,0,5
775,HG03894,STU,0,5
776,NA12892,CEU,0,5
777,HG03899,STU,0,5
778,NA18484,YRI,0,5
779,HG03902,BEB,0,5
780,NA18489,YRI,0,5
781,HG03907,BEB,0,5
782,NA18504,YRI,0,5
783,HG03914,BEB,0,5
784,NA18509,YRI,0,5
785,HG04195,BEB,0,5
786,NA18511,YRI,0,5
787,NA18516,YRI,0,5
788,HG04210,STU,0,5
789,NA10860,CEU,0,5
790,NA10865,CEU,0,5
791,HG04164,BEB,0,5
792,NA11832,CEU,0,5
793,HG04171,BEB,0,5
794,NA11882,CEU,0,5
795,HG04176,BEB,0,5
796,NA11894,CEU,0,5
797,HG04183,BEB,0,5
798,NA11919,CEU,0,5
799,HG04188,BEB,0,5
800,NA11933,CEU,0,5
801,NA11995,CEU,0,5
802,HG04140,BEB,0,5
803,NA12006,CEU,0,5
804,HG04152,BEB,0,5
805,NA12044,CEU,0,5
806,NA12056,CEU,0,5
807,HG03919,BEB,0,5
808,NA12145,CEU,0,5
809,HG03926,BEB,0,5
810,NA12234,CEU,0,5
811,HG03940,BEB,0,5
812,NA12239,CEU,0,5
813,HG03945,STU,0,5
814,NA12272,CEU,0,5
815,HG03969,ITU,0,5
816,NA18523,YRI,0,5
817,HG03971,ITU,0,5
818,NA18528,CHB,0,5
819,HG03976,ITU,0,5
820,NA18530,CHB,0,5
821,HG04025,ITU,0,5
822,NA18535,CHB,0,5
823,HG04037,STU,0,5
824,NA18542,CHB,0,5
825,HG04056,ITU,0,5
826,NA18547,CHB,0,5
827,NA18503,YRI,0,5
828,NA18559,CHB,0,5
829,NA18508,YRI,0,5
830,NA18561,CHB,0,5
831,NA18510,YRI,0,5
832,NA18566,CHB,0,5
833,NA18515,YRI,0,5
834,NA18573,CHB,0,5
835,NA18522,YRI,0,5
836,NA18592,CHB,0,5
837,NA18527,CHB,0,5
838,NA18597,CHB,0,5
839,NA18534,CHB,0,5
840,NA18605,CHB,0,5
841,NA18539,CHB,0,5
842,NA18612,CHB,0,5
843,NA18541,CHB,0,5
844,NA18617,CHB,0,5
845,NA18546,CHB,0,5
846,NA18624,CHB,0,5
847,NA18553,CHB,0,5
848,NA18876,YRI,0,5
849,NA18558,CHB,0,5
850,NA18908,YRI,0,5
851,NA18560,CHB,0,5
852,NA18910,YRI,0,5
853,NA18565,CHB,0,5
854,NA18915,YRI,0,5
855,NA18572,CHB,0,5
856,NA18934,YRI,0,5
857,NA18933,YRI,0,5
858,NA18939,JPT,0,5
859,NA18940,JPT,0,5
860,NA18941,JPT,0,5
861,NA18945,JPT,0,5
862,NA18946,JPT,0,5
863,NA18952,JPT,0,5
864,NA18953,JPT,0,5
865,NA18957,JPT,0,5
866,NA18960,JPT,0,5
867,NA18964,JPT,0,5
868,NA18629,CHB,0,5
869,NA18969,JPT,0,5
870,NA18631,CHB,0,5
871,NA18971,JPT,0,5
872,NA18636,CHB,0,5
873,NA18976,JPT,0,5
874,NA18643,CHB,0,5
875,NA18983,JPT,0,5
876,NA18648,CHB,0,5
877,NA18988,JPT,0,5
878,NA18749,CHB,0,5
879,NA18990,JPT,0,5
880,NA18794,CHB,0,5
881,NA18995,JPT,0,5
882,NA18852,YRI,0,5
883,NA19001,JPT,0,5
884,NA18857,YRI,0,5
885,NA19006,JPT,0,5
886,NA18864,YRI,0,5
887,NA10852,CEU,0,5
888,NA18869,YRI,0,5
889,NA10857,CEU,0,5
890,NA18871,YRI,0,5
891,NA10864,CEU,0,5
892,NA12335,CEU,0,5
893,NA11829,CEU,0,5
894,NA12342,CEU,0,5
895,NA11831,CEU,0,5
896,NA12347,CEU,0,5
897,NA11843,CEU,0,5
898,NA12400,CEU,0,5
899,NA11881,CEU,0,5
900,NA12708,CEU,0,5
901,NA11893,CEU,0,5
902,NA12739,CEU,0,5
903,NA11918,CEU,0,5
904,NA12753,CEU,0,5
905,NA11920,CEU,0,5
906,NA12760,CEU,0,5
907,NA11932,CEU,0,5
908,NA12777,CEU,0,5
909,NA11994,CEU,0,5
910,NA18965,JPT,0,5
911,NA12005,CEU,0,5
912,NA18972,JPT,0,5
913,NA12043,CEU,0,5
914,NA18977,JPT,0,5
915,NA18577,CHB,0,5
916,NA18984,JPT,0,5
917,NA18591,CHB,0,5
918,NA18989,JPT,0,5
919,NA18596,CHB,0,5
920,NA18991,JPT,0,5
921,NA18609,CHB,0,5
922,NA19002,JPT,0,5
923,NA18611,CHB,0,5
924,NA19007,JPT,0,5
925,NA18616,CHB,0,5
926,NA19019,LWK,0,5
927,NA18623,CHB,0,5
928,NA19026,LWK,0,5
929,NA18628,CHB,0,5
930,NA06984,CEU,0,5
931,NA18630,CHB,0,5
932,NA06989,CEU,0,5
933,NA18635,CHB,0,5
